Name	Symbol
Male infertility with azoospermia or oligozoospermia due to single gene mutation	NANOS1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	FANCM
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TEX15
Male infertility with azoospermia or oligozoospermia due to single gene mutation	CT55
Male infertility with azoospermia or oligozoospermia due to single gene mutation	RPL10L
Male infertility with azoospermia or oligozoospermia due to single gene mutation	CATIP
Male infertility with azoospermia or oligozoospermia due to single gene mutation	RNF212
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TERB1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TERB2
Male infertility with azoospermia or oligozoospermia due to single gene mutation	MOV10L1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	FBXO43
Male infertility with azoospermia or oligozoospermia due to single gene mutation	SHOC1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	PNLDC1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	DNAH10
Male infertility with azoospermia or oligozoospermia due to single gene mutation	STAG3
Male infertility with azoospermia or oligozoospermia due to single gene mutation	CFTR
Male infertility with azoospermia or oligozoospermia due to single gene mutation	NR5A1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TAF4B
Male infertility with azoospermia or oligozoospermia due to single gene mutation	ZMYND15
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TEX11
Male infertility with azoospermia or oligozoospermia due to single gene mutation	SYCP3
Male infertility with azoospermia or oligozoospermia due to single gene mutation	SOHLH1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	XRCC2
Male infertility with azoospermia or oligozoospermia due to single gene mutation	SYCE1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	MEIOB
Male infertility with azoospermia or oligozoospermia due to single gene mutation	C14ORF39
Male infertility with azoospermia or oligozoospermia due to single gene mutation	KLHL10
Male infertility with azoospermia or oligozoospermia due to single gene mutation	CCDC34
Male infertility with azoospermia or oligozoospermia due to single gene mutation	PDHA2
Male infertility with azoospermia or oligozoospermia due to single gene mutation	DNHD1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	MSH5
Alpha-B crystallin-related late-onset myopathy	CRYAB
KLHL9-related early-onset distal myopathy	KLHL9
Distal nebulin myopathy	NEB
Distal anoctaminopathy	ANO5
Focal facial dermal dysplasia type IV	CYP26C1
MAGEL2-related Prader-Willi-like syndrome	MAGEL2
SIM1-related Prader-Willi-like syndrome	SIM1
Hereditary cryohydrocytosis with normal stomatin	SLC4A1
Keppen-Lubinsky syndrome	KCNJ6
LIPE-related familial partial lipodystrophy	LIPE
CIDEC-related familial partial lipodystrophy	CIDEC
Short stature-advanced bone age-early-onset osteoarthritis syndrome	ACAN
Lethal neonatal spasticity-epileptic encephalopathy syndrome	BRAT1
Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	SIX6
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	TFG
Progeroid features-hepatocellular carcinoma predisposition syndrome	SPRTN
Chronic atrial and intestinal dysrhythmia syndrome	SGO1
COG2-CDG	COG2
X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	RPL10
HIDEA syndrome	P4HTM
Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	CDKN1C
Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	COX6A1
Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	CTLA4
Intellectual disability-expressive aphasia-facial dysmorphism syndrome	SETBP1
Thrombomodulin-related bleeding disorder	THBD
Periodic fever-infantile enterocolitis-autoinflammatory syndrome	NLRC4
Microcephalic primordial dwarfism-insulin resistance syndrome	NSMCE2
Microcephalic primordial dwarfism-insulin resistance syndrome	XRCC4
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	IARS2
Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	RDH11
Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	TNNI3K
Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	COA8
Combined immunodeficiency-enteropathy spectrum	TTC7A
Combined immunodeficiency-enteropathy spectrum	PI4KA
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	GGCX
Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	FCGR3A
Fatty acyl-CoA reductase 1 deficiency	FAR1
STAT3-related early-onset multisystem autoimmune disease	STAT3
PCNA-related progressive neurodegenerative photosensitivity syndrome	PCNA
Steel syndrome	COL27A1
RARS-related autosomal recessive hypomyelinating leukodystrophy	RARS1
Ketoacidosis due to monocarboxylate transporter-1 deficiency	SLC16A1
GCGR-related hyperglucagonemia	GCGR
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation	PURA
Severe autosomal recessive macrothrombocytopenia	PRKACG
Severe autosomal recessive macrothrombocytopenia	GNE
Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	MEGF10
KCNQ2-related epileptic encephalopathy	KCNQ2
PDE4D haploinsufficiency syndrome	PDE4D
Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	PRKAG2
Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome	KIF14
Interstitial lung disease due to ABCA3 deficiency	ABCA3
Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome	COL11A1
Interstitial lung disease due to SP-C deficiency	SFTPC
Isolated sedoheptulokinase deficiency	SHPK
L-ferritin deficiency	FTL
Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	MARS1
Familial colorectal cancer Type X	BMPR1A
Familial colorectal cancer Type X	MUTYH
Familial colorectal cancer Type X	SEMA4A
Familial colorectal cancer Type X	RPS20
Familial colorectal cancer Type X	POLE
Familial colorectal cancer Type X	POLD1
Familial colorectal cancer Type X	BRCA2
Familial colorectal cancer Type X	ATM
Familial colorectal cancer Type X	CHEK2
Ribose-5-P isomerase deficiency	RPIA
Early-onset posterior subcapsular cataract	LEMD2
Early-onset posterior subcapsular cataract	CRYBB2
Early-onset posterior subcapsular cataract	CHMP4B
Early-onset posterior subcapsular cataract	EPHA2
Early-onset posterior subcapsular cataract	UNC45B
Early-onset lamellar cataract	BFSP2
Early-onset lamellar cataract	CRYAA
Early-onset lamellar cataract	CRYAB
Early-onset lamellar cataract	CRYBA1
Early-onset lamellar cataract	CRYBA4
Early-onset lamellar cataract	CRYGC
Early-onset lamellar cataract	CRYGD
Early-onset lamellar cataract	HSF4
Early-onset lamellar cataract	MIP
Early-onset lamellar cataract	CRYGS
Early-onset lamellar cataract	CRYGB
Sporadic porphyria cutanea tarda	HFE
Familial porphyria cutanea tarda	UROD
Familial porphyria cutanea tarda	HFE
Charcot-Marie-Tooth disease type 2S	IGHMBP2
Non-specific early-onset epileptic encephalopathy	ACTL6B
Non-specific early-onset epileptic encephalopathy	GABRG2
Non-specific early-onset epileptic encephalopathy	GABRA2
Non-specific early-onset epileptic encephalopathy	FZR1
Non-specific early-onset epileptic encephalopathy	GABRA5
Non-specific early-onset epileptic encephalopathy	PACS2
Non-specific early-onset epileptic encephalopathy	YWHAG
Non-specific early-onset epileptic encephalopathy	UBA5
Non-specific early-onset epileptic encephalopathy	GRIN2D
Non-specific early-onset epileptic encephalopathy	DALRD3
Non-specific early-onset epileptic encephalopathy	TRAK1
Non-specific early-onset epileptic encephalopathy	SLC1A2
Non-specific early-onset epileptic encephalopathy	AP3B2
Non-specific early-onset epileptic encephalopathy	ATP6V1A
Non-specific early-onset epileptic encephalopathy	SCN3A
Non-specific early-onset epileptic encephalopathy	GABRB2
Non-specific early-onset epileptic encephalopathy	CLTC
Non-specific early-onset epileptic encephalopathy	NUS1
Non-specific early-onset epileptic encephalopathy	CYFIP2
Non-specific early-onset epileptic encephalopathy	FBXO28
Non-specific early-onset epileptic encephalopathy	NTRK2
Non-specific early-onset epileptic encephalopathy	KCNC2
Non-specific early-onset epileptic encephalopathy	SLC38A3
Non-specific early-onset epileptic encephalopathy	FGF12
Non-specific early-onset epileptic encephalopathy	SZT2
Non-specific early-onset epileptic encephalopathy	CELF2
Non-specific early-onset epileptic encephalopathy	DHDDS
Non-specific early-onset epileptic encephalopathy	PPP3CA
Non-specific early-onset epileptic encephalopathy	SYNJ1
Non-specific early-onset epileptic encephalopathy	FOXG1
Non-specific early-onset epileptic encephalopathy	SYNGAP1
Non-specific early-onset epileptic encephalopathy	WWOX
Non-specific early-onset epileptic encephalopathy	AARS1
Non-specific early-onset epileptic encephalopathy	SCN8A
Non-specific early-onset epileptic encephalopathy	NECAP1
Non-specific early-onset epileptic encephalopathy	HCN1
Non-specific early-onset epileptic encephalopathy	SLC13A5
Non-specific early-onset epileptic encephalopathy	KCNB1
Non-specific early-onset epileptic encephalopathy	DNM1
Non-specific early-onset epileptic encephalopathy	KCNA2
Non-specific early-onset epileptic encephalopathy	EEF1A2
Non-specific early-onset epileptic encephalopathy	CNKSR2
Non-specific early-onset epileptic encephalopathy	PARS2
Non-specific early-onset epileptic encephalopathy	ATP1A2
Non-specific early-onset epileptic encephalopathy	ATP1A3
Non-specific early-onset epileptic encephalopathy	GABBR2
Non-specific early-onset epileptic encephalopathy	CACNA1B
Non-specific early-onset epileptic encephalopathy	CDK19
Non-specific early-onset epileptic encephalopathy	CACNA1A
Non-specific early-onset epileptic encephalopathy	CACNA2D1
X-linked erythropoietic protoporphyria	ALAS2
Mitochondrial neurogastrointestinal encephalomyopathy	POLG
Mitochondrial neurogastrointestinal encephalomyopathy	TYMP
Mitochondrial neurogastrointestinal encephalomyopathy	RRM2B
Mitochondrial neurogastrointestinal encephalomyopathy	LIG3
Postural orthostatic tachycardia syndrome due to NET deficiency	SLC6A2
MODY	ABCC8
MODY	CEL
MODY	GCK
MODY	HNF4A
MODY	KCNJ11
MODY	KLF11
MODY	NEUROD1
MODY	PDX1
MODY	HNF1A
MODY	INS
MODY	PAX4
MODY	BLK
MODY	APPL1
"46,XY difference of sex development due to testicular 17,20-desmolase deficiency"	AKR1C2
"46,XY difference of sex development due to testicular 17,20-desmolase deficiency"	AKR1C4
NUT midline carcinoma	NUTM1
NUT midline carcinoma	BRD4
Brugada syndrome	HCN4
Brugada syndrome	ABCC9
Brugada syndrome	CACNB2
Brugada syndrome	CACNA1C
Brugada syndrome	CACNA2D1
Brugada syndrome	KCNE3
Brugada syndrome	GPD1L
Brugada syndrome	KCND3
Brugada syndrome	SCN3B
Brugada syndrome	TRPM4
Brugada syndrome	SCN10A
Brugada syndrome	SLMAP
Brugada syndrome	SCN1B
Brugada syndrome	AKAP9
Brugada syndrome	KCNE5
Brugada syndrome	RANGRF
Brugada syndrome	SCN5A
Brugada syndrome	SCNN1A
Brugada syndrome	SEMA3A
Brugada syndrome	SCN2B
Brugada syndrome	KCNJ8
Brugada syndrome	PKP2
Severe combined immunodeficiency due to adenosine deaminase deficiency	ADA
NDE1-related microhydranencephaly	NDE1
PGM3-CDG	PGM3
DNAJB2-related Charcot-Marie-Tooth disease type 2	DNAJB2
Ventriculomegaly-cystic kidney disease	CRB2
Autoimmune interstitial lung disease-arthritis syndrome	COPA
Autosomal dominant spastic paraplegia type 73	CPT1C
Peeling skin-leukonychia-acral punctate keratoses-cheilitis-knuckle pads syndrome	CAST
Mandibulofacial dysostosis with alopecia	EDNRA
"46,XX ovarian dysgenesis-short stature syndrome"	MCM9
Combined oxidative phosphorylation defect type 23	GTPBP3
Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	CENPF
Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	AFF4
Cerebellar-facial-dental syndrome	BRF1
Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency	TPP2
Combined oxidative phosphorylation defect type 24	NARS2
Limb-girdle muscular dystrophy due to POMK deficiency	POMK
Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome	DNAJC3
3-methylglutaconic aciduria-neonatal cataract-neurologic involvement-congenital neutropenia syndrome	CLPB
Combined immunodeficiency due to LRBA deficiency	LRBA
NIK deficiency	MAP3K14
Combined immunodeficiency due to DOCK2 deficiency	DOCK2
Susceptibility to localized juvenile periodontitis	FPR1
Polymerase proofreading-related adenomatous polyposis	POLE
Polymerase proofreading-related adenomatous polyposis	POLD1
Tremor-ataxia-central hypomyelination syndrome	POLR3A
Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	POLR3A
Mitochondrial pyruvate carrier deficiency	MPC1
Autosomal dominant spastic paraplegia type 9B	ALDH18A1
Autosomal dominant spastic paraplegia type 9A	ALDH18A1
Autosomal dominant spastic paraplegia type 9A	FAR1
Autosomal recessive spastic paraplegia type 9B	ALDH18A1
PRKAR1B-related neurodegenerative dementia with intermediate filaments	PRKAR1B
Autosomal recessive cerebellar ataxia due to STUB1 deficiency	STUB1
Epidermolysis bullosa simplex due to BP230 deficiency	DST
AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	AHDC1
Epidermolysis bullosa simplex due to exophilin 5 deficiency	EXPH5
Primary failure of tooth eruption	PTH1R
Malan overgrowth syndrome	NFIX
Autosomal recessive severe congenital neutropenia due to CSF3R deficiency	CSF3R
Combined oxidative phosphorylation defect type 20	VARS1
Combined oxidative phosphorylation defect type 21	TARS2
RIDDLE syndrome	RNF168
"Adult-onset cervical dystonia, DYT23 type"	CIZ1
Cranio-cervical dystonia with laryngeal and upper-limb involvement	ANO3
"Glycogen storage disease due to acid maltase deficiency, late-onset"	GAA
Transient myeloproliferative syndrome	GATA1
Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	GLI2
Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency	CXCR2
Woolly hair-palmoplantar keratoderma syndrome	KANK2
Temple-Baraitser syndrome	KCNH1
Severe combined immunodeficiency due to CTPS1 deficiency	CTPS1
Bleeding disorder due to CalDAG-GEFI deficiency	RASGRP2
Mucolipidosis type III alpha/beta	GNPTAB
Mucolipidosis type III gamma	GNPTG
Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	GRHL2
Severe congenital neutropenia due to JAGN1 deficiency	JAGN1
Spinocerebellar ataxia type 38	ELOVL5
Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome	QARS1
X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency	PRPS1
Hereditary clear cell renal cell carcinoma	OGG1
Hereditary clear cell renal cell carcinoma	SLC49A4
Hereditary clear cell renal cell carcinoma	FLCN
Hereditary clear cell renal cell carcinoma	RNF139
Hereditary clear cell renal cell carcinoma	FHIT
Hereditary clear cell renal cell carcinoma	HSPBAP1
Hereditary clear cell renal cell carcinoma	DIRC3
Spinocerebellar ataxia type 40	CCDC88C
Congenital myopathy with myasthenic-like onset	RYR1
Colobomatous microphthalmia-rhizomelic dysplasia syndrome	MAB21L2
TOR1AIP1-related limb-girdle muscular dystrophy	TOR1AIP1
Progressive myoclonic epilepsy type 8	CERS1
Microcephaly-complex motor and sensory axonal neuropathy syndrome	VRK1
STING-associated vasculopathy with onset in infancy	STING1
Progressive encephalopathy with leukodystrophy due to DECR deficiency	NADK2
X-linked scapuloperoneal muscular dystrophy	FHL1
Autosomal recessive spastic paraplegia type 57	TFG
Scapuloperoneal spinal muscular atrophy	TRPV4
Combined immunodeficiency due to OX40 deficiency	TNFRSF4
Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	IFNAR2
